Source,Target,Weight,Type
儲光羲_1,儲光羲_2,6,undirected
儲光羲_1,劉禹錫_1,2,undirected
儲光羲_1,韋應物_2,1,undirected
儲光羲_2,儲光羲_1,6,undirected
儲光羲_2,劉禹錫_1,2,undirected
儲光羲_2,張說_2,2,undirected
儲光羲_2,柳宗元_1,1,undirected
儲光羲_2,韋應物_1,1,undirected
元稹_1,杜甫_1,2,undirected
元稹_1,韓愈_1,3,undirected
元稹_1,韓愈_2,1,undirected
元稹_2,寒山_2,1,undirected
元稹_2,韓愈_1,2,undirected
元稹_2,韓愈_2,3,undirected
劉禹錫_1,儲光羲_1,2,undirected
劉禹錫_1,儲光羲_2,2,undirected
劉禹錫_1,劉禹錫_2,3,undirected
劉禹錫_1,岑參_1,2,undirected
劉禹錫_1,張說_1,5,undirected
劉禹錫_1,柳宗元_1,6,undirected
劉禹錫_1,權德輿_1,3,undirected
劉禹錫_1,權德輿_2,3,undirected
劉禹錫_1,王維_1,1,undirected
劉禹錫_1,王維_2,2,undirected
劉禹錫_1,皎然_1,1,undirected
劉禹錫_1,盧綸_1,1,undirected
劉禹錫_1,錢起_2,1,undirected
劉禹錫_1,韋應物_2,2,undirected
劉禹錫_1,韓偓_2,3,undirected
劉禹錫_1,韓愈_2,2,undirected
劉禹錫_2,劉禹錫_1,3,undirected
劉禹錫_2,張籍_1,2,undirected
劉禹錫_2,錢起_2,3,undirected
劉長卿_1,劉長卿_2,6,undirected
劉長卿_1,李端_2,2,undirected
劉長卿_1,賈島_2,3,undirected
劉長卿_1,錢起_1,2,undirected
劉長卿_1,齊己_1,1,undirected
劉長卿_2,劉長卿_1,6,undirected
劉長卿_2,張籍_2,1,undirected
劉長卿_2,杜牧_2,2,undirected
吳融_1,吳融_2,6,undirected
吳融_1,徐夤_2,3,undirected
吳融_1,方幹_2,4,undirected
吳融_1,李商隱_2,2,undirected
吳融_1,杜牧_1,5,undirected
吳融_1,杜牧_2,2,undirected
吳融_1,溫庭筠_2,1,undirected
吳融_1,韋莊_2,3,undirected
吳融_1,韓偓_1,3,undirected
吳融_1,韓偓_2,1,undirected
吳融_2,吳融_1,6,undirected
吳融_2,李商隱_1,2,undirected
吳融_2,李商隱_2,1,undirected
吳融_2,杜牧_1,1,undirected
吳融_2,杜牧_2,1,undirected
吳融_2,溫庭筠_1,2,undirected
吳融_2,許渾_1,1,undirected
吳融_2,韓偓_1,1,undirected
吳融_2,齊己_2,1,undirected
呂岩_1,呂岩_2,6,undirected
呂岩_1,寒山_1,2,undirected
呂岩_1,寒山_2,1,undirected
呂岩_2,呂岩_1,6,undirected
呂岩_2,寒山_1,4,undirected
呂岩_2,韓愈_2,1,undirected
姚合_1,姚合_2,1,undirected
姚合_1,張籍_1,1,undirected
姚合_1,薛能_1,2,undirected
姚合_1,賈島_2,3,undirected
姚合_2,姚合_1,1,undirected
姚合_2,張籍_1,3,undirected
姚合_2,杜荀鶴_1,2,undirected
孟郊_1,孟郊_2,5,undirected
孟郊_1,寒山_2,1,undirected
孟郊_1,張祜_1,1,undirected
孟郊_1,李白_1,6,undirected
孟郊_1,王建_1,2,undirected
孟郊_2,孟郊_1,5,undirected
